squadNickname,actualProp
Fever,0.4423076923076923
Firebirds,0.5
GIANTS,0.6818181818181818
Lightning,0.20930232558139536
Magpies,0.4482758620689655
Swifts,0.42391304347826086
Thunderbirds,0.4305555555555556
Vixens,0.581081081081081
